date,district,river,rainfall_mm,temperature_C,soil_moisture,river_level_m,current_dam_level_m,danger_level_m,release_status,flood_event,rainfall_mm_lag1,rainfall_mm_roll7,river_level_m_lag1,river_level_m_roll7
2018-11-02,Barabanki,Gomti,0.0,37.43,0.047,87.32,33.97,89.83,0,0,0.0,26.868571428571418,78.34,81.73857142857142
2018-11-02,Gorakhpur,Rapti,105.97,25.45,0.678,87.43,80.71,94.1,0,0,1.34,46.43285714285715,85.1,87.22857142857143
2018-11-02,Lakhimpur Kheri,Sharda,28.96,39.82,0.282,92.61,53.56,99.03,0,0,24.13,8.331428571428571,87.91,86.36428571428573
2018-11-03,Mau,Ganga,59.03,33.0,0.41,75.25,30.0,82.96,0,0,0.0,37.82142857142857,90.35,87.21714285714286
2018-11-04,Basti,Sarju,1.81,33.42,0.268,75.77,57.74,85.77,0,0,1.82,16.30142857142857,85.37,86.7042857142857
2018-11-04,Mau,Ganga,0.0,38.18,0.442,85.41,53.35,87.37,0,0,59.03,34.574285714285715,75.25,87.43571428571428
2018-11-04,Mau,Ganga,0.0,30.57,0.051,77.06,43.12,83.52,0,0,0.0,17.515714285714285,85.41,85.7
2018-11-04,Basti,Sarju,41.66,35.6,0.276,82.96,56.36,85.91,0,0,1.81,15.825714285714286,75.77,85.46428571428571
2018-11-04,Ballia,Ganga,59.41,30.54,0.223,88.51,77.63,94.09,0,0,0.0,57.27857142857143,75.19,87.20142857142858
2018-11-04,Mau,Ganga,38.29,43.49,0.278,88.47,68.87,93.88,0,0,0.0,20.462857142857143,77.06,84.31714285714285
2018-11-04,Lakhimpur Kheri,Sharda,15.18,23.56,0.224,90.09,75.63,93.26,0,0,28.96,10.5,92.61,86.38142857142857
2018-11-05,Gonda,Ghaghra,72.91,32.15,0.383,84.1,71.38,93.23,0,0,0.0,34.07285714285714,85.76,81.75714285714285
2018-11-05,Lakhimpur Kheri,Sharda,79.08,24.17,0.344,96.24,65.04,99.4,0,0,15.18,21.05,90.09,87.62428571428572
2018-11-05,Gorakhpur,Rapti,81.47,28.6,0.332,86.07,61.5,94.18,0,0,105.97,49.88,87.43,86.10714285714286
2018-11-05,Gorakhpur,Rapti,19.24,39.04,0.309,82.02,47.93,88.37,0,0,81.47,41.14714285714287,86.07,85.72714285714287
2018-11-05,Basti,Sarju,20.28,28.38,0.02,92.29,43.32,96.71,0,0,41.66,16.115714285714287,82.96,86.97714285714287
2018-11-07,Gorakhpur,Rapti,26.12,37.56,0.422,86.16,59.47,92.4,0,0,19.24,40.82142857142858,82.02,84.80428571428571
2018-11-07,Barabanki,Gomti,84.17,38.55,0.392,81.13,42.43,86.02,0,0,0.0,32.904285714285706,87.32,80.00428571428571
2018-11-07,Lakhimpur Kheri,Sharda,78.35,31.84,0.413,78.38,68.38,84.85,0,0,79.08,32.24285714285714,96.24,87.50999999999999
2018-11-07,Faizabad,Ghaghra,0.0,35.17,0.0,83.65,52.69,91.01,0,0,12.86,21.73428571428571,79.0,86.51714285714286
2018-11-07,Mau,Ganga,65.7,35.67,0.425,94.79,73.45,97.75,0,0,38.29,29.84857142857143,88.47,85.35285714285715
2018-11-07,Basti,Sarju,10.98,34.48,0.17,85.28,55.32,82.24,0,1,20.28,15.308571428571428,92.29,85.85571428571428
2018-11-07,Faizabad,Ghaghra,65.91,36.24,0.351,92.32,91.39,95.05,0,0,0.0,20.41857142857143,83.65,85.93142857142857
2018-11-07,Gorakhpur,Rapti,42.94,37.38,0.382,82.11,76.63,88.11,0,0,26.12,44.53714285714286,86.16,83.00714285714285
2018-11-08,Mau,Ganga,24.4,38.12,0.096,89.42,41.57,96.94,0,0,65.7,26.774285714285714,94.79,85.82142857142857
2018-11-08,Barabanki,Gomti,0.0,27.69,0.158,74.25,39.96,83.91,0,0,84.17,24.70857142857142,81.13,79.20571428571428
2018-11-10,Mau,Ganga,3.59,27.61,0.103,73.87,34.01,83.67,0,0,24.4,27.28714285714286,89.42,83.46714285714286
2018-11-10,Mau,Ganga,68.24,36.89,0.41,104.81,82.82,98.09,0,1,3.59,28.602857142857143,73.87,87.68999999999998
2018-11-10,Ballia,Ganga,62.47,33.54,0.34,82.46,51.0,83.65,0,0,59.41,60.089999999999996,88.51,85.69571428571429
2018-11-11,Gorakhpur,Rapti,20.16,45.0,0.329,84.12,59.82,90.68,0,0,42.94,42.462857142857146,82.11,84.71571428571428
2018-11-11,Bahraich,Ghaghra,0.0,37.5,0.188,87.72,65.37,97.36,0,0,0.0,21.988571428571426,89.17,87.75857142857141
2018-11-11,Faizabad,Ghaghra,0.0,26.08,0.312,80.34,58.19,88.29,0,0,65.91,17.931428571428572,92.32,85.85571428571428
2018-11-12,Barabanki,Gomti,34.11,35.15,0.37,82.69,64.0,92.48,0,0,0.0,21.25285714285713,74.25,80.27428571428571
2018-11-12,Ballia,Ganga,95.28,20.09,0.504,85.22,67.04,94.44,0,0,62.47,56.449999999999996,82.46,86.34714285714286
2018-11-12,Ballia,Ganga,5.6,35.06,0.353,93.01,30.0,94.28,0,0,95.28,42.23285714285714,85.22,87.73142857142857
2018-11-12,Gorakhpur,Rapti,51.72,31.17,0.195,82.19,63.11,84.84,0,0,20.16,49.66000000000001,84.12,84.3
2018-11-13,Lakhimpur Kheri,Sharda,6.25,33.61,0.165,81.63,70.04,88.64,0,0,78.35,33.135714285714286,78.38,87.83714285714287
2018-11-13,Gonda,Ghaghra,91.79,28.45,0.345,81.36,59.25,83.92,0,0,72.91,44.16857142857143,84.1,82.01285714285714
2018-11-14,Gorakhpur,Rapti,0.0,25.35,0.167,84.47,73.26,91.41,0,0,51.72,34.52142857142858,82.19,83.87714285714286
2018-11-14,Barabanki,Gomti,37.11,31.82,0.22,90.97,67.12,92.21,0,0,34.11,22.19857142857142,82.69,82.19142857142857
2018-11-15,Ballia,Ganga,57.36,29.49,0.226,76.75,44.4,83.85,0,0,5.6,40.01714285714286,93.01,84.68142857142857
2018-11-15,Ballia,Ganga,43.13,40.51,0.149,74.22,74.63,80.91,0,0,57.36,46.17857142857143,76.75,82.19428571428571
2018-11-15,Gorakhpur,Rapti,33.29,27.68,0.358,90.59,45.97,92.04,0,0,0.0,27.638571428571435,84.47,84.52285714285713
2018-11-15,Mau,Ganga,0.97,32.47,0.087,79.0,34.99,83.09,0,0,68.24,28.741428571428568,104.81,86.77428571428572
2018-11-15,Gorakhpur,Rapti,0.0,33.14,0.233,76.89,44.15,84.63,0,0,33.29,24.890000000000008,90.59,83.78999999999999
2018-11-15,Faizabad,Ghaghra,119.69,31.62,0.455,79.92,61.75,86.53,0,0,0.0,35.029999999999994,80.34,84.25857142857141
2018-11-15,Bahraich,Ghaghra,0.0,27.48,0.051,95.92,62.2,97.69,0,0,0.0,21.988571428571426,87.72,88.88000000000001
2018-11-16,Ballia,Ganga,0.0,38.11,0.094,91.44,44.25,94.51,0,0,43.13,46.17857142857143,74.22,84.51571428571428
2018-11-16,Gonda,Ghaghra,0.0,35.25,0.129,90.47,51.92,99.16,0,0,91.79,44.16857142857143,81.36,83.63000000000001
2018-11-16,Sitapur,Sarju,19.24,30.35,0.162,88.42,72.74,89.87,0,0,0.0,36.23714285714286,85.24,85.89
2018-11-16,Gorakhpur,Rapti,0.0,35.67,0.305,75.79,67.22,83.14,0,0,0.0,21.158571428571438,76.89,82.30857142857144
2018-11-17,Bahraich,Ghaghra,0.0,25.25,0.105,92.42,34.67,98.16,0,0,0.0,15.094285714285714,95.92,90.03571428571429
2018-11-17,Lakhimpur Kheri,Sharda,0.0,29.93,0.18,83.01,79.51,92.07,0,0,6.25,33.135714285714286,81.63,87.1242857142857
2018-11-17,Gorakhpur,Rapti,22.65,36.92,0.195,80.32,60.29,81.39,0,0,0.0,18.26000000000001,75.79,82.05285714285715
2018-11-17,Ballia,Ganga,19.91,24.31,0.297,80.89,45.44,87.5,0,0,0.0,40.53571428571429,91.44,83.42714285714285
2018-11-19,Barabanki,Gomti,38.69,31.31,0.362,93.86,70.81,96.54,0,0,37.11,27.725714285714275,90.97,84.08
2018-11-19,Barabanki,Gomti,69.93,39.29,0.348,78.02,67.35,86.64,0,0,38.69,37.71571428571428,93.86,84.03428571428572
2018-11-19,Ballia,Ganga,4.26,29.19,0.134,77.69,54.1,83.98,0,0,19.91,32.22,80.89,82.74571428571429
2018-11-19,Gonda,Ghaghra,0.63,30.35,0.2,82.84,82.62,84.13,0,0,0.0,38.05428571428571,90.47,83.12714285714286
2018-11-20,Ballia,Ganga,50.27,36.06,0.219,76.2,56.34,80.45,0,0,4.26,25.79,77.69,81.45714285714287
2018-11-20,Lakhimpur Kheri,Sharda,61.16,37.8,0.582,93.52,33.83,99.88,0,0,0.0,38.425714285714285,83.01,87.92571428571429
2018-11-20,Gonda,Ghaghra,35.62,38.38,0.204,91.5,79.22,98.89,0,0,0.63,31.184285714285718,82.84,84.49714285714286
2018-11-20,Gorakhpur,Rapti,39.54,37.95,0.268,89.86,69.04,86.32,0,1,22.65,21.028571428571436,80.32,82.87285714285714
2018-11-21,Mau,Ganga,10.93,36.36,0.0,101.18,59.58,95.22,0,1,0.97,30.302857142857142,79.0,90.22000000000001
2018-11-21,Sitapur,Sarju,53.01,35.41,0.463,88.84,66.78,94.98,0,0,19.24,25.318571428571428,88.42,86.39714285714285
2018-11-21,Bahraich,Ghaghra,0.0,41.82,0.278,82.88,53.22,89.13,0,0,0.0,15.094285714285714,92.42,88.51714285714286
2018-11-22,Gonda,Ghaghra,0.0,35.83,0.0,92.65,54.0,94.76,0,0,35.62,28.707142857142856,91.5,86.9542857142857
2018-11-22,Barabanki,Gomti,35.25,39.83,0.222,72.14,68.61,81.0,0,0,69.93,42.75142857142856,78.02,81.86571428571428
2018-11-22,Faizabad,Ghaghra,0.0,35.35,0.32,86.98,54.53,85.0,0,1,119.69,35.029999999999994,79.92,83.05428571428571
2018-11-22,Barabanki,Gomti,34.81,36.39,0.501,88.71,57.29,97.64,0,0,35.25,35.69999999999999,72.14,82.94857142857143
2018-11-22,Sitapur,Sarju,0.0,33.35,0.162,87.03,62.51,94.78,0,0,53.01,25.318571428571428,88.84,86.63428571428571
2018-11-23,Gorakhpur,Rapti,0.0,35.2,0.135,78.8,31.33,83.84,0,0,39.54,13.640000000000006,89.86,82.38857142857144
2018-11-23,Gorakhpur,Rapti,73.68,32.89,0.427,77.46,71.37,84.94,0,0,0.0,24.165714285714294,78.8,81.38714285714286
2018-11-25,Faizabad,Ghaghra,0.0,33.0,0.19,91.65,38.82,97.75,0,0,0.0,28.351428571428567,86.98,84.83714285714287
2018-11-25,Lakhimpur Kheri,Sharda,92.88,28.71,0.351,89.04,77.02,98.49,0,0,61.16,47.55714285714286,93.52,87.41571428571429
2018-11-25,Barabanki,Gomti,16.33,35.57,0.257,72.63,68.41,80.37,0,0,34.81,38.03285714285713,88.71,82.71714285714286
2018-11-26,Barabanki,Gomti,2.92,43.95,0.261,79.06,64.42,81.02,0,0,16.33,33.577142857142846,72.63,82.19857142857143
2018-11-26,Ballia,Ganga,63.49,35.85,0.449,82.05,69.66,87.94,0,0,50.27,34.06,76.2,79.89142857142858
2018-11-27,Ballia,Ganga,48.44,37.57,0.386,78.71,52.94,82.86,0,0,63.49,32.785714285714285,82.05,80.17142857142858
2018-11-27,Ballia,Ganga,75.29,36.24,0.364,79.01,62.2,86.7,0,0,48.44,37.38,78.71,80.85571428571428
2018-11-27,Gorakhpur,Rapti,0.0,32.75,0.513,88.51,87.85,90.51,0,0,73.68,19.410000000000007,77.46,81.09
2018-11-27,Bahraich,Ghaghra,0.0,30.53,0.043,88.75,67.68,96.97,0,0,0.0,3.8857142857142857,82.88,89.11714285714285
2018-11-28,Basti,Sarju,0.0,25.97,0.028,79.84,49.45,81.87,0,0,10.98,10.935714285714285,85.28,83.8
2018-11-28,Sitapur,Sarju,98.68,32.8,0.562,86.64,44.15,93.97,0,0,0.0,38.36142857142857,87.03,86.70285714285714
2018-11-28,Barabanki,Gomti,0.0,25.71,0.252,91.67,42.33,93.28,0,0,2.92,28.27571428571428,79.06,82.29857142857142
2018-11-29,Barabanki,Gomti,5.8,29.41,0.064,90.51,60.73,94.72,0,0,0.0,23.577142857142853,91.67,81.82000000000001
2018-11-29,Gorakhpur,Rapti,16.75,37.18,0.274,95.69,67.5,98.67,0,0,0.0,21.802857142857153,88.51,83.7757142857143
2018-11-29,Faizabad,Ghaghra,53.01,45.0,0.308,76.76,57.46,85.9,0,0,0.0,34.08714285714286,91.65,84.51714285714286
2018-11-30,Gonda,Ghaghra,0.0,38.6,0.256,89.55,91.54,82.33,0,1,0.0,28.707142857142856,92.65,87.49571428571427
2018-11-30,Bahraich,Ghaghra,15.99,45.0,0.198,91.79,64.71,97.14,0,0,0.0,2.2842857142857143,88.75,89.80714285714286
2018-11-30,Faizabad,Ghaghra,16.13,30.86,0.265,78.79,53.78,86.24,0,0,53.01,36.39142857142857,76.76,83.82285714285715
2018-11-30,Barabanki,Gomti,0.0,35.79,0.184,84.69,69.58,89.48,0,0,5.8,13.58714285714285,90.51,82.77285714285713
2018-11-30,Bahraich,Ghaghra,0.0,28.73,0.177,92.29,59.66,95.85,0,0,15.99,2.2842857142857143,91.79,90.25285714285714
2018-11-30,Sitapur,Sarju,5.38,32.24,0.073,86.01,68.87,87.74,0,0,98.68,28.93,86.64,86.22
2018-11-30,Sitapur,Sarju,80.82,39.31,0.27,86.11,52.01,94.41,0,0,5.38,36.73285714285714,86.01,86.89857142857143
2018-12-01,Faizabad,Ghaghra,1.34,29.32,0.198,75.52,58.82,84.77,0,0,16.13,27.167142857142856,78.79,81.42285714285715
2018-12-01,Barabanki,Gomti,22.31,28.17,0.195,80.0,50.79,85.13,0,0,0.0,11.73857142857142,84.69,83.89571428571428
2018-12-01,Ballia,Ganga,25.37,33.14,0.226,91.25,63.5,94.56,0,0,75.29,41.00428571428572,79.01,80.82857142857144
2018-12-02,Barabanki,Gomti,0.0,26.26,0.248,89.58,53.03,93.67,0,0,22.31,6.765714285714277,80.0,84.02
2018-12-02,Sitapur,Sarju,0.0,33.34,0.094,89.34,67.1,93.82,0,0,80.82,36.73285714285714,86.11,87.48428571428572
2018-12-02,Gonda,Ghaghra,0.0,39.77,0.206,71.27,80.61,80.79,0,0,0.0,18.291428571428575,89.55,85.66285714285716
2018-12-03,Ballia,Ganga,43.51,35.93,0.318,77.41,82.99,85.69,0,0,25.37,44.37571428571429,91.25,80.33142857142856
2018-12-03,Gorakhpur,Rapti,54.77,23.73,0.325,82.89,41.76,88.18,0,0,16.75,29.627142857142868,95.69,84.78999999999999
2018-12-03,Gonda,Ghaghra,56.21,41.16,0.25,85.45,55.73,86.85,0,0,0.0,13.20857142857143,71.27,86.24714285714286
2018-12-03,Gonda,Ghaghra,1.24,35.23,0.317,94.31,79.0,98.2,0,0,56.21,13.385714285714286,85.45,86.7957142857143
2018-12-03,Ballia,Ganga,33.82,31.72,0.174,78.4,58.31,84.26,0,0,43.51,48.598571428571425,77.41,80.43285714285715
2018-12-05,Faizabad,Ghaghra,15.25,35.51,0.019,82.12,65.91,91.92,0,0,1.34,29.345714285714287,75.52,81.67714285714285
2018-12-05,Barabanki,Gomti,0.0,32.94,0.127,98.58,60.19,94.42,0,1,0.0,4.432857142857134,89.58,87.72714285714287
2018-12-06,Lakhimpur Kheri,Sharda,68.54,34.18,0.412,84.31,54.47,91.84,0,0,92.88,55.18,89.04,86.59
2018-12-06,Gorakhpur,Rapti,0.0,39.35,0.1,83.92,55.8,92.93,0,0,54.77,26.39142857142858,82.89,85.30428571428571
2018-12-07,Lakhimpur Kheri,Sharda,40.38,43.83,0.289,88.23,72.59,92.85,0,0,68.54,49.651428571428575,84.31,85.44571428571429
2018-12-07,Gorakhpur,Rapti,62.51,32.59,0.474,88.88,70.15,96.09,0,0,0.0,29.67285714285715,83.92,85.16428571428571
2018-12-07,Barabanki,Gomti,23.06,39.7,0.305,91.54,56.29,96.26,0,0,0.0,7.3099999999999925,98.58,89.50999999999999
2018-12-07,Lakhimpur Kheri,Sharda,38.05,36.32,0.189,92.58,63.22,93.74,0,0,40.38,43.89428571428572,88.23,87.47428571428573
2018-12-08,Gonda,Ghaghra,9.36,37.89,0.037,76.98,53.37,86.05,0,0,1.24,14.632857142857144,94.31,85.95857142857143
2018-12-08,Gorakhpur,Rapti,89.55,31.39,0.598,86.78,72.21,95.54,0,0,62.51,42.46571428571429,88.88,86.30428571428571
2018-12-09,Faizabad,Ghaghra,0.0,34.98,0.043,75.44,74.03,80.32,0,0,15.25,12.247142857142856,82.12,81.03714285714285
2018-12-10,Gonda,Ghaghra,4.63,30.08,0.297,79.22,66.4,80.28,0,0,9.36,10.205714285714285,76.98,84.2042857142857
2018-12-10,Gonda,Ghaghra,0.0,32.23,0.255,83.37,71.23,92.46,0,0,4.63,10.205714285714285,79.22,82.87857142857142
2018-12-10,Gonda,Ghaghra,19.81,30.54,0.135,88.23,71.32,91.59,0,0,0.0,13.035714285714286,83.37,82.69000000000001
2018-12-10,Mau,Ganga,39.99,23.04,0.26,75.36,61.84,81.33,0,0,10.93,30.545714285714286,101.18,88.34714285714287
2018-12-10,Sitapur,Sarju,11.14,30.96,0.121,88.57,67.47,96.33,0,0,0.0,35.575714285714284,89.34,87.50571428571429
2018-12-11,Gorakhpur,Rapti,0.0,33.23,0.063,82.88,88.89,86.13,0,0,89.55,31.940000000000005,86.78,87.07857142857142
2018-12-11,Sitapur,Sarju,53.36,28.0,0.435,89.37,35.3,94.25,0,0,11.14,35.62571428571429,88.57,87.58142857142857
2018-12-12,Sitapur,Sarju,5.07,29.51,0.037,88.25,68.64,93.01,0,0,53.36,36.35,89.37,87.75571428571429
2018-12-12,Mau,Ganga,8.63,40.84,0.285,84.66,70.56,93.36,0,0,39.99,22.392857142857142,75.36,86.89999999999999
2018-12-13,Bahraich,Ghaghra,10.88,25.97,0.266,76.01,79.81,81.94,0,0,0.0,3.8385714285714285,92.29,88.58000000000001
2018-12-13,Basti,Sarju,0.0,36.92,0.291,78.35,66.86,83.43,0,0,0.0,10.935714285714285,79.84,82.83714285714287
2018-12-13,Sitapur,Sarju,1.17,38.61,0.363,78.16,82.92,87.3,0,0,5.07,22.419999999999998,88.25,86.54428571428572
2018-12-14,Gorakhpur,Rapti,77.95,31.42,0.363,87.3,82.0,95.84,0,0,0.0,43.0757142857143,82.88,86.9057142857143
2018-12-14,Basti,Sarju,16.03,31.64,0.043,85.57,55.34,94.0,0,0,0.0,12.965714285714284,78.35,82.86571428571428
2018-12-14,Basti,Sarju,0.0,32.78,0.23,82.5,52.04,84.74,0,0,16.03,12.707142857142856,85.57,83.82714285714285
2018-12-14,Gonda,Ghaghra,0.0,38.04,0.0,83.44,42.81,86.58,0,0,19.81,13.035714285714286,88.23,84.42857142857143
2018-12-14,Barabanki,Gomti,28.12,25.42,0.422,72.93,86.94,81.83,0,0,23.06,11.327142857142848,91.54,86.83285714285715
2018-12-15,Mau,Ganga,28.33,32.17,0.339,91.79,56.79,99.73,0,0,8.63,22.95428571428571,84.66,87.23857142857143
2018-12-15,Ballia,Ganga,3.07,31.33,0.089,79.41,55.01,88.07,0,0,33.82,41.855714285714285,78.4,80.89142857142858
2018-12-15,Ballia,Ganga,18.53,31.17,0.153,93.12,65.99,95.28,0,0,3.07,35.432857142857145,79.41,82.47285714285714
2018-12-15,Sitapur,Sarju,53.57,28.85,0.311,91.35,57.63,98.55,0,0,1.17,29.304285714285715,78.16,87.30714285714285
2018-12-15,Ballia,Ganga,0.0,25.77,0.388,82.57,40.57,86.0,0,0,18.53,28.512857142857143,93.12,83.02428571428571
2018-12-15,Lakhimpur Kheri,Sharda,0.0,27.57,0.268,86.2,42.77,94.84,0,0,38.05,43.00142857142857,92.58,88.12714285714287
2018-12-16,Barabanki,Gomti,20.8,36.77,0.328,80.83,66.64,89.34,0,0,28.12,13.469999999999994,72.93,85.45
2018-12-16,Ballia,Ganga,0.0,33.99,0.244,79.4,66.06,86.64,0,0,0.0,17.757142857142856,82.57,83.08000000000001
2018-12-17,Sitapur,Sarju,0.0,31.59,0.367,78.55,92.93,80.81,0,0,53.57,17.75857142857143,91.35,86.22714285714287
2018-12-18,Ballia,Ganga,71.53,37.19,0.396,78.68,53.5,82.73,0,0,0.0,24.351428571428567,79.4,81.28428571428572
2018-12-18,Ballia,Ganga,0.0,24.59,0.199,81.28,74.64,90.89,0,0,71.53,18.135714285714286,78.68,81.83714285714287
2018-12-18,Sitapur,Sarju,96.67,27.48,0.557,77.66,53.6,84.01,0,0,0.0,31.56857142857143,78.55,84.55857142857143
2018-12-19,Mau,Ganga,111.27,29.91,0.314,80.53,31.8,86.61,0,0,28.33,38.33714285714286,91.79,88.19000000000001
2018-12-19,Mau,Ganga,19.94,32.11,0.273,80.53,54.13,85.52,0,0,111.27,31.437142857142856,80.53,84.72142857142856
2018-12-19,Sitapur,Sarju,0.0,39.59,0.19,75.49,52.44,83.03,0,0,96.67,29.977142857142862,77.66,82.69000000000001
2018-12-19,Basti,Sarju,55.64,40.46,0.187,96.12,44.97,97.23,0,0,0.0,14.704285714285716,82.5,85.70714285714284
2018-12-19,Ballia,Ganga,0.0,37.89,0.203,85.09,61.21,86.47,0,0,0.0,13.304285714285713,81.28,82.79285714285716
2018-12-19,Sitapur,Sarju,0.0,37.66,0.199,73.11,57.44,82.41,0,0,0.0,22.354285714285716,75.49,80.36714285714285
2018-12-19,Mau,Ganga,2.95,38.74,0.218,77.61,38.43,85.74,0,0,19.94,31.720000000000002,80.53,84.52285714285713
2018-12-19,Sitapur,Sarju,61.0,28.03,0.284,79.06,71.83,86.01,0,0,0.0,30.344285714285718,73.11,79.05428571428571
2018-12-19,Lakhimpur Kheri,Sharda,16.32,30.81,0.139,95.92,46.49,99.06,0,0,0.0,45.332857142857144,86.2,89.97142857142858
2018-12-19,Basti,Sarju,119.37,38.96,0.507,77.98,70.16,82.91,0,0,55.64,28.860000000000003,96.12,83.66285714285713
2018-12-20,Bahraich,Ghaghra,105.94,36.08,0.318,81.76,80.07,84.75,0,0,10.88,18.972857142857144,76.01,86.55714285714285
2018-12-20,Lakhimpur Kheri,Sharda,37.25,27.13,0.277,73.54,58.82,80.01,0,0,16.32,41.917142857142856,95.92,87.11714285714285
2018-12-20,Mau,Ganga,32.17,38.6,0.115,75.48,45.37,82.24,0,0,2.95,34.754285714285714,77.61,80.85142857142857
2018-12-21,Gonda,Ghaghra,0.0,28.9,0.152,86.75,73.12,95.78,0,0,0.0,5.005714285714285,83.44,84.61428571428573
2018-12-21,Gonda,Ghaghra,1.14,33.68,0.127,88.12,63.89,94.28,0,0,0.0,4.991428571428571,86.75,83.73
2018-12-21,Mau,Ganga,25.82,29.48,0.431,94.15,62.16,90.19,0,1,32.17,32.730000000000004,75.48,83.53571428571429
2018-12-22,Gorakhpur,Rapti,42.88,29.48,0.149,90.97,57.83,92.33,0,0,77.95,46.80857142857144,87.3,86.23142857142855
2018-12-23,Basti,Sarju,48.41,38.72,0.313,76.1,46.5,81.13,0,0,119.37,34.20714285714286,77.98,82.35142857142857
2018-12-23,Basti,Sarju,78.49,37.89,0.307,97.03,69.28,99.63,0,0,48.41,45.42,76.1,84.80714285714285
2018-12-23,Gorakhpur,Rapti,57.37,33.11,0.409,88.16,47.69,89.3,0,0,42.88,47.180000000000014,90.97,86.98428571428572
2018-12-23,Gonda,Ghaghra,111.14,31.93,0.471,83.87,45.59,91.55,0,0,1.14,19.53142857142857,88.12,84.71428571428571
2018-12-23,Bahraich,Ghaghra,0.0,28.11,0.177,90.91,67.22,99.41,0,0,105.94,18.972857142857144,81.76,86.34142857142857
2018-12-25,Basti,Sarju,0.0,33.16,0.227,91.65,83.86,97.54,0,0,78.49,45.42,97.03,86.70714285714287
2018-12-26,Lakhimpur Kheri,Sharda,0.0,27.3,0.242,84.15,67.6,85.88,0,0,37.25,28.648571428571433,73.54,86.41857142857144
2018-12-26,Ballia,Ganga,0.0,33.11,0.343,82.82,37.81,92.58,0,0,0.0,12.865714285714287,85.09,83.28
2018-12-26,Faizabad,Ghaghra,7.36,34.57,0.262,81.93,72.5,90.4,0,0,0.0,13.29857142857143,75.44,80.3157142857143
2018-12-26,Bahraich,Ghaghra,10.65,30.62,0.326,89.97,84.05,92.93,0,0,0.0,20.494285714285716,90.91,87.35428571428572
2018-12-27,Basti,Sarju,5.46,32.72,0.244,95.47,34.35,92.67,0,1,0.0,43.910000000000004,91.65,88.12142857142858
2018-12-27,Sitapur,Sarju,107.81,26.55,0.394,82.46,30.0,87.15,0,0,61.0,45.57857142857143,79.06,79.66857142857143
2018-12-27,Barabanki,Gomti,0.0,30.7,0.303,92.11,54.3,96.56,0,0,20.8,13.469999999999994,80.83,86.50999999999999
2018-12-27,Bahraich,Ghaghra,28.87,43.95,0.27,77.39,65.74,80.77,0,0,10.65,24.618571428571432,89.97,85.73142857142857
2018-12-28,Faizabad,Ghaghra,19.16,41.78,0.279,92.37,78.6,94.18,0,0,7.36,16.035714285714285,81.93,80.41857142857144
2018-12-28,Mau,Ganga,32.4,34.61,0.117,93.53,44.75,94.77,0,0,25.82,36.12571428571429,94.15,84.80285714285715
2018-12-28,Sitapur,Sarju,54.98,25.7,0.457,74.59,65.65,81.91,0,0,107.81,45.779999999999994,82.46,77.27428571428571
2018-12-28,Ballia,Ganga,0.0,32.43,0.146,75.3,78.96,82.01,0,0,0.0,10.218571428571428,82.82,80.73428571428572
2018-12-29,Sitapur,Sarju,29.75,31.97,0.242,88.94,77.84,94.42,0,0,54.98,50.029999999999994,74.59,78.75857142857141
2018-12-29,Gorakhpur,Rapti,52.39,33.2,0.479,85.12,57.75,91.05,0,0,57.37,54.664285714285725,88.16,87.1557142857143
2018-12-29,Basti,Sarju,14.79,33.08,0.146,78.56,69.46,82.59,0,0,5.46,46.02285714285714,95.47,87.55857142857144
2018-12-29,Basti,Sarju,3.82,34.34,0.212,72.24,52.94,81.92,0,0,14.79,38.62,78.56,84.14714285714287
2018-12-29,Bahraich,Ghaghra,37.72,36.35,0.364,88.27,55.61,93.3,0,0,28.87,27.722857142857144,77.39,85.22857142857143
2018-12-31,Basti,Sarju,60.25,37.09,0.5,91.82,65.78,97.2,0,0,3.82,30.174285714285713,72.24,86.12428571428572
2018-12-31,Gorakhpur,Rapti,3.42,24.45,0.0,81.34,63.59,90.86,0,0,52.39,46.22285714285715,85.12,86.07857142857142
2018-12-31,Bahraich,Ghaghra,49.75,28.34,0.242,79.31,86.55,80.51,0,0,37.72,34.83,88.27,83.37428571428572
2018-12-31,Gorakhpur,Rapti,0.0,41.29,0.239,74.91,80.11,83.92,0,0,3.42,33.430000000000014,81.34,84.38285714285715
2019-01-01,Bahraich,Ghaghra,40.88,30.28,0.279,91.42,39.91,94.96,0,0,49.75,39.11571428571428,79.31,85.57571428571428
2019-01-01,Mau,Ganga,11.38,34.34,0.255,82.33,41.94,89.27,0,0,32.4,33.70428571428572,93.53,83.45142857142856
2019-01-02,Bahraich,Ghaghra,61.53,28.9,0.295,82.78,67.58,92.51,0,0,40.88,32.77142857142857,91.42,85.72142857142856
2019-01-02,Barabanki,Gomti,35.89,36.93,0.191,86.85,55.48,96.33,0,0,0.0,15.409999999999993,92.11,87.48857142857142
2019-01-02,Sitapur,Sarju,37.75,36.87,0.198,84.57,59.11,89.83,0,0,29.75,41.61285714285714,88.94,79.74571428571429
2019-01-02,Mau,Ganga,25.2,27.68,0.303,79.87,72.7,85.92,0,0,11.38,21.40857142857143,82.33,83.35714285714286
2019-01-03,Sitapur,Sarju,7.56,35.01,0.285,84.35,58.32,88.57,0,0,37.75,42.692857142857136,84.57,81.01142857142858
2019-01-03,Lakhimpur Kheri,Sharda,48.08,39.69,0.226,81.23,52.72,88.19,0,0,0.0,25.725714285714282,84.15,85.97857142857143
